Component, Board, Invoice Number, Invoice Date, Board Quantity, Component Consumption, Total Component Quantity
999-AYC395291-E,115-PCA000037-E,92,11-Jun-15,3,2,6
999-AYC395291-E,115-PCA000037-E,95,13-Jun-15,8,2,16
999-AYC395291-E,115-PCA000037-E,109,19-Jun-15,1,2,2
999-AYC395291-E,115-PCA000037-E,120,30-Jun-15,5,2,10
999-AYC395291-E,115-PCA000037-E,125,02-Jul-15,3,2,6
999-AYC395291-E,115-PCA000037-E,146,15-Jul-15,6,2,12
999-AYC395291-E,115-PCA000037-E,150,20-Jul-15,5,2,10
999-AYC395293-E,115-PCA000007-E,192,11-Feb-15,21,1,21
999-AYC395293-E,115-PCA000007-E,199,16-Feb-15,18,1,18
999-AYC395293-E,115-PCA000037-E,202,18-Feb-15,3,1,3
999-AYC395293-E,115-PCA000037-E,207,20-Feb-15,15,1,15
999-AYC395293-E,115-PCA000037-E,213,23-Feb-15,8,1,8
999-AYC395293-E,115-PCA000037-E,214,24-Feb-15,13,1,13
999-AYC395293-E,115-PCA000037-E,219,25-Feb-15,1,1,1
999-AYC395293-E,115-PCA000037-E,248,07-Mar-15,1,1,1
999-AYC395293-E,115-PCA000037-E,263,13-Mar-15,5,1,5
999-AYC395293-E,115-PCA000037-E,267,14-Mar-15,4,1,4
999-AYC395293-E,115-PCA000037-E,279,17-Mar-15,3,1,3
999-AYC395293-E,115-PCA000037-E,280,17-Mar-15,1,1,1
999-AYC395293-E,115-PCA000037-E,283,18-Mar-15,1,1,1
999-AYC395293-E,115-PCA000037-E,295,19-Mar-15,1,1,1
999-AYC395293-E,115-PCA000037-E,309,26-Mar-15,11,1,11
999-AYC395293-E,115-PCA000007-E,338,30-Mar-15,6,1,6
999-AYC395293-E,115-PCA000037-E,326,30-Mar-15,5,1,5
999-AYC395293-E,115-PCA000037-E,337,30-Mar-15,15,1,15
999-AYC395293-E,115-PCA000037-E,79,03-Jun-15,1,1,1
999-AYC395293-E,115-PCA000037-E,81,05-Jun-15,6,1,6
999-AYC395293-E,115-PCA000037-E,92,11-Jun-15,3,1,3
999-AYC395293-E,115-PCA000037-E,95,13-Jun-15,8,1,8
999-AYC395293-E,115-PCA000037-E,109,19-Jun-15,1,1,1
999-AYC395293-E,115-PCA000037-E,120,30-Jun-15,5,1,5
999-AYC395293-E,115-PCA000037-E,125,02-Jul-15,3,1,3
999-AYC395293-E,115-PCA000037-E,146,15-Jul-15,6,1,6
999-AYC395293-E,115-PCA000037-E,150,20-Jul-15,5,1,5
999-AYC395500-E,115-PCA000007-E,192,11-Feb-15,21,11,231
999-AYC395500-E,115-PCA000039-E,196,13-Feb-15,50,22,1100
999-AYC395500-E,115-PCA000007-E,199,16-Feb-15,18,11,198
999-AYC395500-E,115-PCA000039-E,199,16-Feb-15,23,22,506
999-AYC395500-E,115-PCA000037-E,202,18-Feb-15,3,9,27
999-AYC395500-E,104-PCA000002-E,202,18-Feb-15,30,6,180
999-AYC395500-E,104-PCA000002-E,204,19-Feb-15,30,6,180
999-AYC395500-E,115-PCA000037-E,207,20-Feb-15,15,9,135
999-AYC395500-E,104-PCA000003-E,205,20-Feb-15,100,24,2400
999-AYC395500-E,104-PCA000002-E,209,21-Feb-15,19,6,114
999-AYC395500-E,104-PCA000003-E,210,21-Feb-15,140,24,3360
999-AYC395500-E,115-PCA000037-E,213,23-Feb-15,8,9,72
999-AYC395500-E,104-PCA000003-E,212,23-Feb-15,260,24,6240
999-AYC395500-E,115-PCA000037-E,214,24-Feb-15,13,9,117
999-AYC395500-E,104-PCA000003-E,215,24-Feb-15,100,24,2400
999-AYC395500-E,115-PCA000037-E,219,25-Feb-15,1,9,9
999-AYC395500-E,104-PCA000002-E,217,25-Feb-15,12,6,72
999-AYC395500-E,104-PCA000003-E,218,25-Feb-15,20,24,480
999-AYC395500-E,104-PCA000004-E,220,25-Feb-15,5,75,375
999-AYC395500-E,104-PCA000004-E,222,26-Feb-15,20,75,1500
999-AYC395500-E,104-PCA000003-E,228,27-Feb-15,27,24,648
999-AYC395500-E,104-PCA000004-E,224,27-Feb-15,18,75,1350
999-AYC395500-E,104-PCA000004-E,227,27-Feb-15,7,75,525
999-AYC395500-E,104-PCA000004-E,230,28-Feb-15,20,75,1500
999-AYC395500-E,104-PCA000004-E,231,02-Mar-15,10,75,750
999-AYC395500-E,104-PCA000003-E,235,03-Mar-15,40,24,960
999-AYC395500-E,104-PCA000004-E,233,03-Mar-15,4,75,300
999-AYC395500-E,104-PCA000003-E,236,04-Mar-15,20,24,480
999-AYC395500-E,104-PCA000004-E,240,05-Mar-15,7,75,525
999-AYC395500-E,104-PCA000003-E,242,06-Mar-15,8,24,192
999-AYC395500-E,104-PCA000004-E,244,06-Mar-15,3,75,225
999-AYC395500-E,115-PCA000037-E,248,07-Mar-15,1,9,9
999-AYC395500-E,104-PCA000002-E,247,07-Mar-15,2,6,12
999-AYC395500-E,104-PCA000003-E,245,07-Mar-15,3,24,72
999-AYC395500-E,104-PCA000004-E,246,07-Mar-15,1,75,75
999-AYC395500-E,104-PCA000003-E,253,09-Mar-15,7,24,168
999-AYC395500-E,115-PCA000037-E,263,13-Mar-15,5,9,45
999-AYC395500-E,115-PCA000039-E,260,13-Mar-15,1,22,22
999-AYC395500-E,104-PCA000003-E,264,13-Mar-15,2,24,48
999-AYC395500-E,104-PCA000004-E,259,13-Mar-15,1,75,75
999-AYC395500-E,115-PCA000037-E,267,14-Mar-15,4,9,36
999-AYC395500-E,115-PCA000037-E,279,17-Mar-15,3,9,27
999-AYC395500-E,115-PCA000037-E,280,17-Mar-15,1,9,9
999-AYC395500-E,115-PCA000037-E,283,18-Mar-15,1,9,9
999-AYC395500-E,115-PCA000037-E,295,19-Mar-15,1,9,9
999-AYC395500-E,115-PCA000037-E,309,26-Mar-15,11,9,99
999-AYC395500-E,104-PCA000004-E,310,26-Mar-15,7,75,525
999-AYC395500-E,104-PCA000004-E,319,27-Mar-15,3,75,225
999-AYC395500-E,104-PCA000004-E,322,28-Mar-15,1,75,75
999-AYC395500-E,115-PCA000007-E,338,30-Mar-15,6,11,66
999-AYC395500-E,115-PCA000037-E,326,30-Mar-15,5,9,45
999-AYC395500-E,115-PCA000037-E,337,30-Mar-15,15,9,135
999-AYC395500-E,115-PCA000039-E,327,30-Mar-15,5,22,110
999-AYC395500-E,115-PCA000039-E,339,30-Mar-15,3,22,66
999-AYC395500-E,115-PCA000039-E,340,30-Mar-15,16,22,352
999-AYC395500-E,104-PCA000003-E,332,30-Mar-15,1,24,24
999-AYC395500-E,104-PCA000004-E,333,30-Mar-15,1,75,75
999-AYC395500-E,104-PCA000002-E,371,31-Mar-15,9,6,54
999-AYC395500-E,104-PCA000003-E,8,14-Apr-15,3,24,72
999-AYC395500-E,104-PCA000003-E,18,21-Apr-15,11,24,264
999-AYC395500-E,104-PCA000004-E,19,21-Apr-15,1,75,75
999-AYC395500-E,104-PCA000002-E,21,22-Apr-15,1,6,6
999-AYC395500-E,104-PCA000003-E,22,22-Apr-15,14,24,336
999-AYC395500-E,104-PCA000004-E,23,22-Apr-15,1,75,75
999-AYC395500-E,104-PCA000002-E,26,24-Apr-15,2,6,12
999-AYC395500-E,104-PCA000004-E,36,11-May-15,3,75,225
999-AYC395500-E,104-PCA000002-E,66,29-May-15,5,6,30
999-AYC395500-E,104-PCA000002-E,66,29-May-15,15,6,90
999-AYC395500-E,104-PCA000003-E,69,31-May-15,14,24,336
999-AYC395500-E,104-PCA000003-E,69,31-May-15,11,24,264
999-AYC395500-E,104-PCA000003-E,73,31-May-15,40,24,960
999-AYC395500-E,104-PCA000003-E,74,02-Jun-15,15,24,360
999-AYC395500-E,115-PCA000037-E,79,03-Jun-15,1,9,9
999-AYC395500-E,104-PCA000003-E,80,03-Jun-15,35,24,840
999-AYC395500-E,115-PCA000037-E,81,05-Jun-15,6,9,54
999-AYC395500-E,104-PCA000003-E,83,05-Jun-15,4,24,96
999-AYC395500-E,115-PCA000037-E,92,11-Jun-15,3,9,27
999-AYC395500-E,104-PCA000003-E,91,11-Jun-15,6,24,144
999-AYC395500-E,115-PCA000037-E,95,13-Jun-15,8,9,72
999-AYC395500-E,115-PCA000037-E,109,19-Jun-15,1,9,9
999-AYC395500-E,115-PCA000037-E,120,30-Jun-15,5,9,45
999-AYC395500-E,115-PCA000037-E,125,02-Jul-15,3,9,27
999-AYC395500-E,104-PCA000002-E,129,07-Jul-15,20,6,120
999-AYC395500-E,104-PCA000003-E,136,09-Jul-15,4,24,96
999-AYC395500-E,104-PCA000002-E,143,13-Jul-15,3,6,18
999-AYC395500-E,115-PCA000037-E,146,15-Jul-15,6,9,54
999-AYC395500-E,115-PCA000037-E,150,20-Jul-15,5,9,45
999-AYC395500-E,104-PCA000002-E,151,20-Jul-15,2,6,12
999-AYC395500-E,104-PCA000003-E,152,20-Jul-15,5,24,120
999-AYC395500-E,115-PCA000039-E,171,31-Jul-15,2,22,44
999-AYC395500-E,115-PCA000039-E,176,05-Aug-15,5,22,110
999-AYC395500-E,115-PCA000039-E,179,10-Aug-15,4,22,88
999-AYC395500-E,115-PCA000039-E,191,21-Sep-15,2,22,44
999-AYC395500-E,104-PCA000003-E,192,21-Sep-15,1,24,24
999-AYC395500-E,115-PCA000039-E,243,19-Jan-16,3,22,66
999-AYC395500-E,104-PCA000003-E,237,19-Jan-16,7,24,168
999-AYC395500-E,104-PCA000004-E,238,19-Jan-16,4,75,300
999-AYC395500-E,104-PCA000004-E,246,09-Feb-16,1,75,75
999-AYC395501-E,170-PCA000003-E,95,05-Dec-14,11,3,33
999-AYC395501-E,170-PCA000003-E,97,06-Dec-14,24,3,72
999-AYC395501-E,170-PCA000003-E,100,08-Dec-14,17,3,51
999-AYC395501-E,170-PCA000003-E,102,09-Dec-14,6,3,18
999-AYC395501-E,170-PCA000003-E,104,10-Dec-14,9,3,27
999-AYC395501-E,170-PCA000003-E,107,15-Dec-14,58,3,174
999-AYC395501-E,170-PCA000003-E,111,19-Dec-14,10,3,30
999-AYC395501-E,115-PCA000007-E,192,11-Feb-15,21,33,693
999-AYC395501-E,115-PCA000039-E,196,13-Feb-15,50,72,3600
999-AYC395501-E,115-PCA000007-E,199,16-Feb-15,18,33,594
999-AYC395501-E,115-PCA000039-E,199,16-Feb-15,23,72,1656
999-AYC395501-E,115-PCA000037-E,202,18-Feb-15,3,14,42
999-AYC395501-E,104-PCA000002-E,202,18-Feb-15,30,3,90
999-AYC395501-E,104-PCA000002-E,204,19-Feb-15,30,3,90
999-AYC395501-E,115-PCA000037-E,207,20-Feb-15,15,14,210
999-AYC395501-E,104-PCA000003-E,205,20-Feb-15,100,12,1200
999-AYC395501-E,104-PCA000002-E,209,21-Feb-15,19,3,57
999-AYC395501-E,104-PCA000003-E,210,21-Feb-15,140,12,1680
999-AYC395501-E,115-PCA000037-E,213,23-Feb-15,8,14,112
999-AYC395501-E,104-PCA000003-E,212,23-Feb-15,260,12,3120
999-AYC395501-E,115-PCA000037-E,214,24-Feb-15,13,14,182
999-AYC395501-E,104-PCA000003-E,215,24-Feb-15,100,12,1200
999-AYC395501-E,115-PCA000037-E,219,25-Feb-15,1,14,14
999-AYC395501-E,104-PCA000002-E,217,25-Feb-15,12,3,36
999-AYC395501-E,104-PCA000003-E,218,25-Feb-15,20,12,240
999-AYC395501-E,104-PCA000004-E,220,25-Feb-15,5,164,820
999-AYC395501-E,104-PCA000004-E,222,26-Feb-15,20,164,3280
999-AYC395501-E,104-PCA000003-E,228,27-Feb-15,27,12,324
999-AYC395501-E,104-PCA000004-E,224,27-Feb-15,18,164,2952
999-AYC395501-E,104-PCA000004-E,227,27-Feb-15,7,164,1148
999-AYC395501-E,104-PCA000004-E,230,28-Feb-15,20,164,3280
999-AYC395501-E,104-PCA000004-E,231,02-Mar-15,10,164,1640
999-AYC395501-E,104-PCA000003-E,235,03-Mar-15,40,12,480
999-AYC395501-E,104-PCA000004-E,233,03-Mar-15,4,164,656
999-AYC395501-E,104-PCA000003-E,236,04-Mar-15,20,12,240
999-AYC395501-E,104-PCA000004-E,240,05-Mar-15,7,164,1148
999-AYC395501-E,104-PCA000003-E,242,06-Mar-15,8,12,96
999-AYC395501-E,104-PCA000004-E,244,06-Mar-15,3,164,492
999-AYC395501-E,115-PCA000037-E,248,07-Mar-15,1,14,14
999-AYC395501-E,104-PCA000002-E,247,07-Mar-15,2,3,6
999-AYC395501-E,104-PCA000003-E,245,07-Mar-15,3,12,36
999-AYC395501-E,104-PCA000004-E,246,07-Mar-15,1,164,164
999-AYC395501-E,104-PCA000003-E,253,09-Mar-15,7,12,84
999-AYC395501-E,115-PCA000037-E,263,13-Mar-15,5,14,70
999-AYC395501-E,115-PCA000039-E,260,13-Mar-15,1,72,72
999-AYC395501-E,104-PCA000003-E,264,13-Mar-15,2,12,24
999-AYC395501-E,104-PCA000004-E,259,13-Mar-15,1,164,164
999-AYC395501-E,115-PCA000037-E,267,14-Mar-15,4,14,56
999-AYC395501-E,115-PCA000037-E,279,17-Mar-15,3,14,42
999-AYC395501-E,115-PCA000037-E,280,17-Mar-15,1,14,14
999-AYC395501-E,115-PCA000037-E,283,18-Mar-15,1,14,14
999-AYC395501-E,170-PCA000003-E,287,18-Mar-15,1,3,3
999-AYC395501-E,170-PCA000003-E,288,18-Mar-15,10,3,30
999-AYC395501-E,115-PCA000037-E,295,19-Mar-15,1,14,14
999-AYC395501-E,170-PCA000003-E,292,19-Mar-15,22,3,66
999-AYC395501-E,170-PCA000003-E,298,20-Mar-15,22,3,66
999-AYC395501-E,170-PCA000003-E,301,23-Mar-15,15,3,45
999-AYC395501-E,170-PCA000003-E,303,25-Mar-15,6,3,18
999-AYC395501-E,115-PCA000037-E,309,26-Mar-15,11,14,154
999-AYC395501-E,170-PCA000003-E,312,26-Mar-15,4,3,12
999-AYC395501-E,104-PCA000004-E,310,26-Mar-15,7,164,1148
999-AYC395501-E,104-PCA000004-E,319,27-Mar-15,3,164,492
999-AYC395501-E,104-PCA000004-E,322,28-Mar-15,1,164,164
999-AYC395501-E,115-PCA000007-E,338,30-Mar-15,6,33,198
999-AYC395501-E,115-PCA000037-E,326,30-Mar-15,5,14,70
999-AYC395501-E,115-PCA000037-E,337,30-Mar-15,15,14,210
999-AYC395501-E,115-PCA000039-E,327,30-Mar-15,5,72,360
999-AYC395501-E,115-PCA000039-E,339,30-Mar-15,3,72,216
999-AYC395501-E,115-PCA000039-E,340,30-Mar-15,16,72,1152
999-AYC395501-E,170-PCA000003-E,356,30-Mar-15,16,3,48
999-AYC395501-E,170-PCA000003-E,357,30-Mar-15,12,3,36
999-AYC395501-E,170-PCA000003-E,358,30-Mar-15,20,3,60
999-AYC395501-E,170-PCA000003-E,359,30-Mar-15,12,3,36
999-AYC395501-E,104-PCA000003-E,332,30-Mar-15,1,12,12
999-AYC395501-E,104-PCA000004-E,333,30-Mar-15,1,164,164
999-AYC395501-E,104-PCA000002-E,371,31-Mar-15,9,3,27
999-AYC395501-E,104-PCA000003-E,8,14-Apr-15,3,12,36
999-AYC395501-E,170-PCA000003-E,16,21-Apr-15,1,3,3
999-AYC395501-E,104-PCA000003-E,18,21-Apr-15,11,12,132
999-AYC395501-E,104-PCA000004-E,19,21-Apr-15,1,164,164
999-AYC395501-E,104-PCA000002-E,21,22-Apr-15,1,3,3
999-AYC395501-E,104-PCA000003-E,22,22-Apr-15,14,12,168
999-AYC395501-E,104-PCA000004-E,23,22-Apr-15,1,164,164
999-AYC395501-E,104-PCA000002-E,26,24-Apr-15,2,3,6
999-AYC395501-E,104-PCA000004-E,36,11-May-15,3,164,492
999-AYC395501-E,170-PCA000003-E,65,27-May-15,5,3,15
999-AYC395501-E,104-PCA000002-E,66,29-May-15,5,3,15
999-AYC395501-E,104-PCA000002-E,66,29-May-15,15,3,45
999-AYC395501-E,104-PCA000003-E,69,31-May-15,14,12,168
999-AYC395501-E,104-PCA000003-E,69,31-May-15,11,12,132
999-AYC395501-E,104-PCA000003-E,73,31-May-15,40,12,480
999-AYC395501-E,104-PCA000003-E,74,02-Jun-15,15,12,180
999-AYC395501-E,115-PCA000037-E,79,03-Jun-15,1,14,14
999-AYC395501-E,170-PCA000003-E,77,03-Jun-15,1,3,3
999-AYC395501-E,104-PCA000003-E,80,03-Jun-15,35,12,420
999-AYC395501-E,115-PCA000037-E,81,05-Jun-15,6,14,84
999-AYC395501-E,104-PCA000003-E,83,05-Jun-15,4,12,48
999-AYC395501-E,170-PCA000003-E,84,06-Jun-15,11,3,33
999-AYC395501-E,170-PCA000003-E,84,06-Jun-15,14,3,42
999-AYC395501-E,170-PCA000003-E,86,10-Jun-15,50,3,150
999-AYC395501-E,115-PCA000037-E,92,11-Jun-15,3,14,42
999-AYC395501-E,170-PCA000003-E,93,11-Jun-15,20,3,60
999-AYC395501-E,104-PCA000003-E,91,11-Jun-15,6,12,72
999-AYC395501-E,115-PCA000037-E,95,13-Jun-15,8,14,112
999-AYC395501-E,170-PCA000003-E,96,13-Jun-15,35,3,105
999-AYC395501-E,170-PCA000003-E,98,15-Jun-15,6,3,18
999-AYC395501-E,170-PCA000003-E,101,16-Jun-15,5,3,15
999-AYC395501-E,170-PCA000003-E,105,18-Jun-15,16,3,48
999-AYC395501-E,115-PCA000037-E,109,19-Jun-15,1,14,14
999-AYC395501-E,170-PCA000003-E,111,23-Jun-15,9,3,27
999-AYC395501-E,170-PCA000003-E,117,26-Jun-15,10,3,30
999-AYC395501-E,115-PCA000037-E,120,30-Jun-15,5,14,70
999-AYC395501-E,170-PCA000003-E,119,30-Jun-15,6,3,18
999-AYC395501-E,115-PCA000037-E,125,02-Jul-15,3,14,42
999-AYC395501-E,170-PCA000003-E,126,02-Jul-15,5,3,15
999-AYC395501-E,170-PCA000003-E,127,07-Jul-15,3,3,9
999-AYC395501-E,104-PCA000002-E,129,07-Jul-15,20,3,60
999-AYC395501-E,104-PCA000003-E,136,09-Jul-15,4,12,48
999-AYC395501-E,104-PCA000002-E,143,13-Jul-15,3,3,9
999-AYC395501-E,115-PCA000037-E,146,15-Jul-15,6,14,84
999-AYC395501-E,115-PCA000037-E,150,20-Jul-15,5,14,70
999-AYC395501-E,104-PCA000002-E,151,20-Jul-15,2,3,6
999-AYC395501-E,104-PCA000003-E,152,20-Jul-15,5,12,60
999-AYC395501-E,115-PCA000039-E,171,31-Jul-15,2,72,144
999-AYC395501-E,115-PCA000039-E,176,05-Aug-15,5,72,360
999-AYC395501-E,115-PCA000039-E,179,10-Aug-15,4,72,288
999-AYC395501-E,115-PCA000039-E,191,21-Sep-15,2,72,144
999-AYC395501-E,170-PCA000003-E,190,21-Sep-15,1,3,3
999-AYC395501-E,104-PCA000003-E,192,21-Sep-15,1,12,12
999-AYC395501-E,115-PCA000039-E,243,19-Jan-16,3,72,216
999-AYC395501-E,170-PCA000003-E,236,19-Jan-16,2,3,6
999-AYC395501-E,104-PCA000003-E,237,19-Jan-16,7,12,84
999-AYC395501-E,104-PCA000004-E,238,19-Jan-16,4,164,656
999-AYC395501-E,104-PCA000004-E,246,09-Feb-16,1,164,164
999-AYC395502-E,115-PCA000039-E,196,13-Feb-15,50,10,500
999-AYC395502-E,115-PCA000039-E,199,16-Feb-15,23,10,230
999-AYC395502-E,104-PCA000003-E,205,20-Feb-15,100,29,2900
999-AYC395502-E,104-PCA000003-E,210,21-Feb-15,140,29,4060
999-AYC395502-E,104-PCA000003-E,212,23-Feb-15,260,29,7540
999-AYC395502-E,104-PCA000003-E,215,24-Feb-15,100,29,2900
999-AYC395502-E,104-PCA000003-E,218,25-Feb-15,20,29,580
999-AYC395502-E,104-PCA000004-E,220,25-Feb-15,5,16,80
999-AYC395502-E,104-PCA000004-E,222,26-Feb-15,20,16,320
999-AYC395502-E,104-PCA000003-E,228,27-Feb-15,27,29,783
999-AYC395502-E,104-PCA000004-E,224,27-Feb-15,18,16,288
999-AYC395502-E,104-PCA000004-E,227,27-Feb-15,7,16,112
999-AYC395502-E,104-PCA000004-E,230,28-Feb-15,20,16,320
999-AYC395502-E,104-PCA000004-E,231,02-Mar-15,10,16,160
999-AYC395502-E,104-PCA000003-E,235,03-Mar-15,40,29,1160
999-AYC395502-E,104-PCA000004-E,233,03-Mar-15,4,16,64
999-AYC395502-E,104-PCA000003-E,236,04-Mar-15,20,29,580
999-AYC395502-E,104-PCA000004-E,240,05-Mar-15,7,16,112
999-AYC395502-E,104-PCA000003-E,242,06-Mar-15,8,29,232
999-AYC395502-E,104-PCA000004-E,244,06-Mar-15,3,16,48
999-AYC395502-E,104-PCA000003-E,245,07-Mar-15,3,29,87
999-AYC395502-E,104-PCA000004-E,246,07-Mar-15,1,16,16
999-AYC395502-E,104-PCA000003-E,253,09-Mar-15,7,29,203
999-AYC395502-E,115-PCA000039-E,260,13-Mar-15,1,10,10
999-AYC395502-E,104-PCA000003-E,264,13-Mar-15,2,29,58
999-AYC395502-E,104-PCA000004-E,259,13-Mar-15,1,16,16
999-AYC395502-E,104-PCA000004-E,310,26-Mar-15,7,16,112
999-AYC395502-E,104-PCA000004-E,319,27-Mar-15,3,16,48
999-AYC395502-E,104-PCA000004-E,322,28-Mar-15,1,16,16
999-AYC395502-E,115-PCA000039-E,327,30-Mar-15,5,10,50
999-AYC395502-E,115-PCA000039-E,339,30-Mar-15,3,10,30
999-AYC395502-E,115-PCA000039-E,340,30-Mar-15,16,10,160
999-AYC395502-E,104-PCA000003-E,332,30-Mar-15,1,29,29
999-AYC395502-E,104-PCA000004-E,333,30-Mar-15,1,16,16
999-AYC395502-E,104-PCA000003-E,8,14-Apr-15,3,29,87
999-AYC395502-E,104-PCA000003-E,18,21-Apr-15,11,29,319
999-AYC395502-E,104-PCA000004-E,19,21-Apr-15,1,16,16
999-AYC395502-E,104-PCA000003-E,22,22-Apr-15,14,29,406
999-AYC395502-E,104-PCA000004-E,23,22-Apr-15,1,16,16
999-AYC395502-E,104-PCA000004-E,36,11-May-15,3,16,48
999-AYC395502-E,104-PCA000003-E,69,31-May-15,14,29,406
999-AYC395502-E,104-PCA000003-E,69,31-May-15,11,29,319
999-AYC395502-E,104-PCA000003-E,73,31-May-15,40,29,1160
999-AYC395502-E,104-PCA000003-E,74,02-Jun-15,15,29,435
999-AYC395502-E,104-PCA000003-E,80,03-Jun-15,35,29,1015
999-AYC395502-E,104-PCA000003-E,83,05-Jun-15,4,29,116
999-AYC395502-E,104-PCA000003-E,91,11-Jun-15,6,29,174
999-AYC395502-E,104-PCA000003-E,136,09-Jul-15,4,29,116
999-AYC395502-E,104-PCA000003-E,152,20-Jul-15,5,29,145
999-AYC395502-E,115-PCA000039-E,171,31-Jul-15,2,10,20
999-AYC395502-E,115-PCA000039-E,176,05-Aug-15,5,10,50
999-AYC395502-E,115-PCA000039-E,179,10-Aug-15,4,10,40
999-AYC395502-E,115-PCA000039-E,191,21-Sep-15,2,10,20
999-AYC395502-E,104-PCA000003-E,192,21-Sep-15,1,29,29
999-AYC395502-E,115-PCA000039-E,243,19-Jan-16,3,10,30
999-AYC395502-E,104-PCA000003-E,237,19-Jan-16,7,29,203
999-AYC395502-E,104-PCA000004-E,238,19-Jan-16,4,16,64
999-AYC395502-E,104-PCA000004-E,246,09-Feb-16,1,16,16
999-AYC395503-E,141-PCA000024-E,202,18-Feb-15,4,3,12
999-AYC395503-E,141-PCA000024-E,317,27-Mar-15,1,3,3
999-AYC395503-E,141-PCA000024-E,323,28-Mar-15,3,3,9
999-AYC395503-E,141-PCA000024-E,329,30-Mar-15,4,3,12
999-AYC395503-E,141-PCA000024-E,334,30-Mar-15,1,3,3
999-AYC395503-E,141-PCA000024-E,336,30-Mar-15,5,3,15
999-AYC395503-E,141-PCA000024-E,347,30-Mar-15,10,3,30
999-AYC395503-E,141-PCA000024-E,348,30-Mar-15,7,3,21
999-AYC395503-E,141-PCA000024-E,349,30-Mar-15,15,3,45
999-AYC395503-E,141-PCA000024-E,350,30-Mar-15,15,3,45
999-AYC395503-E,141-PCA000024-E,351,30-Mar-15,20,3,60
999-AYC395503-E,141-PCA000024-E,352,30-Mar-15,20,3,60
999-AYC395503-E,141-PCA000024-E,368,31-Mar-15,5,3,15
999-AYC395504-E,104-PCA000003-E,205,20-Feb-15,100,1,100
999-AYC395504-E,104-PCA000003-E,210,21-Feb-15,140,1,140
999-AYC395504-E,104-PCA000003-E,212,23-Feb-15,260,1,260
999-AYC395504-E,104-PCA000003-E,215,24-Feb-15,100,1,100
999-AYC395504-E,104-PCA000003-E,218,25-Feb-15,20,1,20
999-AYC395504-E,104-PCA000003-E,228,27-Feb-15,27,1,27
999-AYC395504-E,104-PCA000003-E,235,03-Mar-15,40,1,40
999-AYC395504-E,104-PCA000003-E,236,04-Mar-15,20,1,20
999-AYC395504-E,104-PCA000003-E,242,06-Mar-15,8,1,8
999-AYC395504-E,104-PCA000003-E,245,07-Mar-15,3,1,3
999-AYC395504-E,104-PCA000003-E,253,09-Mar-15,7,1,7
999-AYC395504-E,104-PCA000003-E,264,13-Mar-15,2,1,2
999-AYC395504-E,104-PCA000003-E,332,30-Mar-15,1,1,1
999-AYC395504-E,104-PCA000003-E,8,14-Apr-15,3,1,3
999-AYC395504-E,104-PCA000003-E,18,21-Apr-15,11,1,11
999-AYC395504-E,104-PCA000003-E,22,22-Apr-15,14,1,14
999-AYC395504-E,104-PCA000003-E,69,31-May-15,14,1,14
999-AYC395504-E,104-PCA000003-E,69,31-May-15,11,1,11
999-AYC395504-E,104-PCA000003-E,73,31-May-15,40,1,40
999-AYC395504-E,104-PCA000003-E,74,02-Jun-15,15,1,15
999-AYC395504-E,104-PCA000003-E,80,03-Jun-15,35,1,35
999-AYC395504-E,104-PCA000003-E,83,05-Jun-15,4,1,4
999-AYC395504-E,104-PCA000003-E,91,11-Jun-15,6,1,6
999-AYC395504-E,104-PCA000003-E,136,09-Jul-15,4,1,4
999-AYC395504-E,104-PCA000003-E,152,20-Jul-15,5,1,5
999-AYC395504-E,104-PCA000003-E,192,21-Sep-15,1,1,1
999-AYC395504-E,104-PCA000003-E,237,19-Jan-16,7,1,7
999-AYC395506-E,170-PCA000002-E,90,02-Dec-14,29,1,29
999-AYC395506-E,170-PCA000002-E,117,24-Dec-14,35,1,35
999-AYC395506-E,170-PCA000002-E,119,26-Dec-14,30,1,30
999-AYC395506-E,170-PCA000002-E,250,07-Mar-15,6,1,6
999-AYC395506-E,170-PCA000002-E,272,15-Mar-15,30,1,30
999-AYC395506-E,170-PCA000002-E,274,16-Mar-15,50,1,50
999-AYC395506-E,170-PCA000002-E,278,17-Mar-15,41,1,41
999-AYC395506-E,170-PCA000002-E,304,25-Mar-15,1,1,1
999-AYC395506-E,170-PCA000002-E,353,30-Mar-15,14,1,14
999-AYC395506-E,170-PCA000002-E,354,30-Mar-15,25,1,25
999-AYC395506-E,170-PCA000002-E,355,30-Mar-15,25,1,25
999-AYC395506-E,170-PCA000002-E,9,14-Apr-15,1,1,1
999-AYC395506-E,170-PCA000002-E,14,17-Apr-15,3,1,3
999-AYC395506-E,170-PCA000002-E,20,21-Apr-15,1,1,1
999-AYC395506-E,170-PCA000002-E,27,24-Apr-15,5,1,5
999-AYC395506-E,170-PCA000002-E,28,27-Apr-15,2,1,2
999-AYC395506-E,170-PCA000002-E,43,19-May-15,19,1,19
999-AYC395506-E,170-PCA000002-E,48,22-May-15,45,1,45
999-AYC395506-E,170-PCA000002-E,55,23-May-15,4,1,4
999-AYC395506-E,170-PCA000002-E,58,25-May-15,25,1,25
999-AYC395506-E,170-PCA000002-E,60,26-May-15,50,1,50
999-AYC395506-E,170-PCA000002-E,63,27-May-15,4,1,4
999-AYC395506-E,170-PCA000002-E,72,31-May-15,4,1,4
999-AYC395506-E,170-PCA000002-E,130,07-Jul-15,3,1,3
