Tejas Part Number,Qty shipping,DC ref,DC date
999-CLC000257-E,40,212,10/10/2015
999-CLC000260-E,67,212,10/10/2015
999-CLC000278-E,179,212,10/10/2015
999-CLC000377-E,138,212,10/10/2015
999-CLC000380-E,160,212,10/10/2015
999-CLC000380-E,14,212,10/10/2015
999-CLC000554-E,37,212,10/10/2015
001-PCC000015-E,71,330,11/10/2015
001-PCCSY5R13-E,11,330,11/10/2015
102-PCC000013-E,1,330,11/10/2015
102-PCCPSU003-E,6,330,11/10/2015
110-CGC000036-M,1,330,11/10/2015
111-CGC000012-M,2,330,11/10/2015
115-PCC000006-E,3,330,11/10/2015
130-CDA000058-M,1,330,11/10/2015
130-PCC000049-E,1,330,11/10/2015
170-CCA000022-M,8,330,11/10/2015
170-CGC000041-M,2,330,11/10/2015
170-CGC000056-M,17,330,11/10/2015
170-PCC000003-E,3,330,11/10/2015
170-PCC000016-E,9,330,11/10/2015
404-PCC000004-E,17,330,11/10/2015
998-AOC000020-E,16,330,11/10/2015
998-BBC000004-E,11,330,11/10/2015
999-ABC000001-E,1520,330,11/10/2015
999-ABC000001-E,1264,330,11/10/2015
999-ABC000001-E,2953,330,11/10/2015
999-ABC000001-E,2170,330,11/10/2015
999-ABC000001-E,454,330,11/10/2015
999-ABC000001-E,200,330,11/10/2015
999-ABC000002-E,200,330,11/10/2015
999-ABC000002-E,1079,330,11/10/2015
999-ABC000006-E,2388,330,11/10/2015
999-ABC000006-E,4000,330,11/10/2015
999-ABC000006-E,2547,330,11/10/2015
999-ABC000006-E,199,330,11/10/2015
999-ABC000007-E,3647,330,11/10/2015
999-ABC000007-E,3418,330,11/10/2015
999-ABC000007-E,229,330,11/10/2015
999-ABC000007-E,80,330,11/10/2015
999-ABC000010-E,320,330,11/10/2015
999-ACC000002-E,175,330,11/10/2015
999-ACC000003-E,250,330,11/10/2015
999-ACC000006-E,193,330,11/10/2015
999-ACC000006-E,199,330,11/10/2015
999-ACC000009-E,1186,330,11/10/2015
999-ACC000009-E,476,330,11/10/2015
999-ACC000012-E,321,330,11/10/2015
999-ACC000012-E,44,330,11/10/2015
999-ACC000012-E,394,330,11/10/2015
999-ACC000012-E,48,330,11/10/2015
999-ACC000012-E,201,330,11/10/2015
999-ACC000016-E,9998,330,11/10/2015
999-ACC000017-E,198,330,11/10/2015
999-ACC000017-E,337,330,11/10/2015
999-ACC000018-E,193,330,11/10/2015
999-ACC000021-E,60,330,11/10/2015
999-ACC000023-E,62,330,11/10/2015
999-ACC000026-E,187,330,11/10/2015
999-ACC000031-E,336,330,11/10/2015
999-ACC000031-E,117,330,11/10/2015
999-ACC000038-E,64,330,11/10/2015
999-ACC000038-E,68,330,11/10/2015
999-ACC000039-E,25,330,11/10/2015
999-ACC000041-E,18,330,11/10/2015
999-ACC000046-E,115,330,11/10/2015
999-ACC000054-E,90,330,11/10/2015
999-ACC000054-E,192,330,11/10/2015
999-ACC000058-E,62,330,11/10/2015
999-ACC000058-E,101,330,11/10/2015
999-ACC000062-E,63,330,11/10/2015
999-ACC000065-E,43,330,11/10/2015
999-ACC000065-E,41,330,11/10/2015
999-ACC000067-E,193,330,11/10/2015
999-ACC000068-E,7,330,11/10/2015
999-ACC000070-E,2580,330,11/10/2015
999-ACC000070-E,208,330,11/10/2015
999-ACC000071-E,166,330,11/10/2015
999-ACC000072-E,860,330,11/10/2015
999-ACC000072-E,995,330,11/10/2015
999-ACC000072-E,998,330,11/10/2015
999-ACC000072-E,114,330,11/10/2015
999-ACC000072-E,252,330,11/10/2015
999-ACC000075-E,29,330,11/10/2015
999-ACC000076-E,79,330,11/10/2015
999-ACC000076-E,45,330,11/10/2015
999-ACC000089-E,778,330,11/10/2015
999-ACC000089-E,2093,330,11/10/2015
999-ACC000089-E,864,330,11/10/2015
999-ACC000089-E,1180,330,11/10/2015
999-ACC000092-E,3826,330,11/10/2015
999-ACC000092-E,2234,330,11/10/2015
999-ACC000092-E,153,330,11/10/2015
999-ACC000093-E,139,330,11/10/2015
999-ACC000094-E,3010,330,11/10/2015
999-ACC000094-E,3170,330,11/10/2015
999-ACC000094-E,104,330,11/10/2015
999-ACC000095-E,125,330,11/10/2015
999-ACC000099-E,152,330,11/10/2015
999-ACC000100-E,3136,330,11/10/2015
999-ACC000100-E,2510,330,11/10/2015
999-ACC000100-E,966,330,11/10/2015
999-ACC000103-E,90,330,11/10/2015
999-ACC000103-E,82,330,11/10/2015
999-ACC000104-E,3793,330,11/10/2015
999-ACC000104-E,200,330,11/10/2015
999-ACC000111-E,5,330,11/10/2015
999-ACC000121-E,49,330,11/10/2015
999-ACC000122-E,297,330,11/10/2015
999-ACC000122-E,16,330,11/10/2015
999-ACC000123-E,35,330,11/10/2015
999-ACC000126-E,56,330,11/10/2015
999-ACC000128-E,239,330,11/10/2015
999-ACC000134-E,53,330,11/10/2015
999-ACC000158-E,164,330,11/10/2015
999-ACC000158-E,199,330,11/10/2015
999-ACC000174-E,230,330,11/10/2015
999-ACC000186-E,25,330,11/10/2015
999-ACC000186-E,115,330,11/10/2015
999-ACC000191-E,122,330,11/10/2015
999-ACC000197-E,128,330,11/10/2015
999-ACC000208-E,354,330,11/10/2015
999-ACC000230-E,499,330,11/10/2015
999-ACC000238-E,398,330,11/10/2015
999-ACC000314-E,253,330,11/10/2015
999-ACC000366-E,299,330,11/10/2015
999-ACC000372-E,69,330,11/10/2015
999-ACC000383-E,48,330,11/10/2015
999-ACC000390-E,134,330,11/10/2015
999-ACC000390-E,21,330,11/10/2015
999-ACC000403-E,26,330,11/10/2015
999-ACC315026-E,247,330,11/10/2015
999-ACC315027-E,7,330,11/10/2015
999-ACC315503-E,197,330,11/10/2015
999-ACC316026-E,336,330,11/10/2015
999-ACC316026-E,123,330,11/10/2015
999-ACC316029-E,195,330,11/10/2015
999-ACC316255-E,124,330,11/10/2015
999-ACC316501-E,300,330,11/10/2015
999-ACC316503-E,127,330,11/10/2015
999-ACC316506-E,30,330,11/10/2015
999-ACC316506-E,197,330,11/10/2015
999-ACC317501-E,1794,330,11/10/2015
999-ACC317501-E,3624,330,11/10/2015
999-ACC317501-E,305,330,11/10/2015
999-ACC318501-E,809,330,11/10/2015
999-ACC318501-E,3050,330,11/10/2015
999-ACC318501-E,296,330,11/10/2015
999-ACC318501-E,151,330,11/10/2015
999-ACC326502-E,1840,330,11/10/2015
999-ACC326503-E,326,330,11/10/2015
999-ACC326503-E,200,330,11/10/2015
999-ACC326503-E,442,330,11/10/2015
999-ACC326503-E,332,330,11/10/2015
999-ACC327501-E,54,330,11/10/2015
999-ACC338501-E,390,330,11/10/2015
999-ACC338501-E,3999,330,11/10/2015
999-ACC338501-E,2630,330,11/10/2015
999-ACC338501-E,1496,330,11/10/2015
999-ACC338501-E,1275,330,11/10/2015
999-ACC338501-E,999,330,11/10/2015
999-ACC338501-E,3996,330,11/10/2015
999-ACC338501-E,210,330,11/10/2015
999-ACC338501-E,2070,330,11/10/2015
999-ACC338501-E,3999,330,11/10/2015
999-ACC338501-E,3999,330,11/10/2015
999-ACC338501-E,3998,330,11/10/2015
999-ACC338501-E,1380,330,11/10/2015
999-ACC338501-E,311,330,11/10/2015
999-ACC338501-E,96,330,11/10/2015
999-ACC338501-E,690,330,11/10/2015
999-ACC338501-E,1421,330,11/10/2015
999-ACC338501-E,139,330,11/10/2015
999-ACC516751-E,500,330,11/10/2015
999-ACC516751-E,349,330,11/10/2015
999-ACC546502-E,150,330,11/10/2015
999-ACC756502-E,102,330,11/10/2015
999-ACC756502-E,19,330,11/10/2015
999-ACC756502-E,139,330,11/10/2015
999-ACC7C6501-E,46,330,11/10/2015
999-ACC7C6501-E,280,330,11/10/2015
999-ADC000011-E,10,330,11/10/2015
999-ADC000011-E,15,330,11/10/2015
999-AHC000003-E,6,330,11/10/2015
999-AIC000012-E,261,330,11/10/2015
999-AJC000040-E,3,330,11/10/2015
999-AOC000023-E,49,330,11/10/2015
999-ARC000004-E,37,330,11/10/2015
999-AXC000006-E,175,330,11/10/2015
999-AYC000006-E,698,330,11/10/2015
999-AYC000006-E,106,330,11/10/2015
999-AYC000006-E,300,330,11/10/2015
999-AYC000007-E,1010,330,11/10/2015
999-AYC000011-E,171,330,11/10/2015
999-AYC000011-E,149,330,11/10/2015
999-AYC000012-E,4492,330,11/10/2015
999-AYC000014-E,413,330,11/10/2015
999-AYC000023-E,1253,330,11/10/2015
999-AYC000024-E,2668,330,11/10/2015
999-AYC000024-E,186,330,11/10/2015
999-AYC000050-E,300,330,11/10/2015
999-AYC000051-E,188,330,11/10/2015
999-AYC000061-E,279,330,11/10/2015
999-AYC000061-E,250,330,11/10/2015
999-AYC000061-E,185,330,11/10/2015
999-AYC000061-E,610,330,11/10/2015
999-AYC000061-E,325,330,11/10/2015
999-AYC000064-E,173,330,11/10/2015
999-AYC000069-E,86,330,11/10/2015
999-AYC000073-E,288,330,11/10/2015
999-AYC000074-E,392,330,11/10/2015
999-AYC000074-E,18,330,11/10/2015
999-AYC000090-E,158,330,11/10/2015
999-AYC000090-E,249,330,11/10/2015
999-AYC000096-E,92,330,11/10/2015
999-AYC000111-E,58,330,11/10/2015
999-AYC000113-E,199,330,11/10/2015
999-AYC000114-E,217,330,11/10/2015
999-AYC000116-E,758,330,11/10/2015
999-AYC000120-E,296,330,11/10/2015
999-AYC000123-E,310,330,11/10/2015
999-AYC000123-E,648,330,11/10/2015
999-AYC000124-E,457,330,11/10/2015
999-AYC000124-E,240,330,11/10/2015
999-AYC000126-E,60,330,11/10/2015
999-AYC000130-E,22,330,11/10/2015
999-AYC000132-E,3472,330,11/10/2015
999-AYC000132-E,3900,330,11/10/2015
999-AYC000132-E,694,330,11/10/2015
999-AYC000132-E,295,330,11/10/2015
999-AYC000140-E,438,330,11/10/2015
999-AYC000140-E,921,330,11/10/2015
999-AYC000163-E,52,330,11/10/2015
999-AYC000163-E,78,330,11/10/2015
999-AYC000175-E,46,330,11/10/2015
999-AYC000182-E,121,330,11/10/2015
999-AYC000184-E,125,330,11/10/2015
999-AYC000194-E,237,330,11/10/2015
999-AYC000195-E,199,330,11/10/2015
999-AYC000200-E,2296,330,11/10/2015
999-AYC000204-E,402,330,11/10/2015
999-AYC000204-E,362,330,11/10/2015
999-AYC000205-E,91,330,11/10/2015
999-AYC000205-E,17,330,11/10/2015
999-AYC000207-E,500,330,11/10/2015
999-AYC000209-E,77,330,11/10/2015
999-AYC000209-E,757,330,11/10/2015
999-AYC000209-E,2061,330,11/10/2015
999-AYC000209-E,330,330,11/10/2015
999-AYC000210-E,2100,330,11/10/2015
999-AYC000212-E,498,330,11/10/2015
999-AYC000215-E,320,330,11/10/2015
999-AYC000218-E,350,330,11/10/2015
999-AYC000218-E,204,330,11/10/2015
999-AYC000219-E,119,330,11/10/2015
999-AYC000221-E,236,330,11/10/2015
999-AYC000224-E,497,330,11/10/2015
999-AYC000229-E,162,330,11/10/2015
999-AYC000251-E,765,330,11/10/2015
999-AYC000258-E,90,330,11/10/2015
999-AYC000258-E,19,330,11/10/2015
999-AYC000262-E,470,330,11/10/2015
999-AYC000262-E,99,330,11/10/2015
999-AYC000262-E,525,330,11/10/2015
999-AYC000266-E,186,330,11/10/2015
999-AYC000282-E,47,330,11/10/2015
999-AYC000282-E,196,330,11/10/2015
999-AYC000325-E,120,330,11/10/2015
999-AYC000331-E,195,330,11/10/2015
999-AYC000339-E,461,330,11/10/2015
999-AYC000339-E,4009,330,11/10/2015
999-AYC000339-E,3648,330,11/10/2015
999-AYC000372-E,190,330,11/10/2015
999-AYC000372-E,37,330,11/10/2015
999-AYC000392-E,243,330,11/10/2015
999-AYC000464-E,244,330,11/10/2015
999-AYC393251-E,164,330,11/10/2015
999-AYC393254-E,199,330,11/10/2015
999-AYC393254-E,300,330,11/10/2015
999-AYC393502-E,245,330,11/10/2015
999-AYC393502-E,300,330,11/10/2015
999-AYC393507-E,82,330,11/10/2015
999-AYC393509-E,468,330,11/10/2015
999-AYC393509-E,671,330,11/10/2015
999-AYC393509-E,47,330,11/10/2015
999-AYC395001-E,1296,330,11/10/2015
999-AYC395001-E,1493,330,11/10/2015
999-AYC395001-E,823,330,11/10/2015
999-AYC395001-E,2674,330,11/10/2015
999-AYC395001-E,2854,330,11/10/2015
999-AYC395001-E,277,330,11/10/2015
999-AYC395001-E,2672,330,11/10/2015
999-AYC395001-E,73,330,11/10/2015
999-AYC395001-E,268,330,11/10/2015
999-AYC395001-E,1029,330,11/10/2015
999-AYC395001-E,2740,330,11/10/2015
999-AYC395001-E,5000,330,11/10/2015
999-AYC395001-E,8314,330,11/10/2015
999-AYC395001-E,5000,330,11/10/2015
999-AYC395001-E,4996,330,11/10/2015
999-AYC395001-E,3370,330,11/10/2015
999-AYC395001-E,61,330,11/10/2015
999-AYC395001-E,5000,330,11/10/2015
999-AYC395001-E,355,330,11/10/2015
999-AYC395253-E,198,330,11/10/2015
999-AYC395254-E,185,330,11/10/2015
999-AYC395255-E,13,330,11/10/2015
999-AYC395255-E,1610,330,11/10/2015
999-AYC395255-E,200,330,11/10/2015
999-AYC395255-E,124,330,11/10/2015
999-AYC395255-E,2890,330,11/10/2015
999-AYC395255-E,664,330,11/10/2015
999-AYC395255-E,1969,330,11/10/2015
999-AYC395255-E,126,330,11/10/2015
999-AYC395256-E,4395,330,11/10/2015
999-AYC395257-E,2494,330,11/10/2015
999-AYC395257-E,224,330,11/10/2015
999-AYC395262-E,244,330,11/10/2015
999-AYC395263-E,945,330,11/10/2015
999-AYC395265-E,16,330,11/10/2015
999-AYC395288-E,580,330,11/10/2015
999-AYC395288-E,518,330,11/10/2015
999-AYC395288-E,1380,330,11/10/2015
999-AYC395288-E,4999,330,11/10/2015
999-AYC395288-E,4566,330,11/10/2015
999-AYC395288-E,5000,330,11/10/2015
999-AYC395288-E,5000,330,11/10/2015
999-AYC395288-E,5000,330,11/10/2015
999-AYC395291-E,190,330,11/10/2015
999-AYC395291-E,360,330,11/10/2015
999-AYC395500-E,1300,330,11/10/2015
999-AYC395500-E,195,330,11/10/2015
999-AYC395500-E,4997,330,11/10/2015
999-AYC395500-E,4901,330,11/10/2015
999-AYC395500-E,733,330,11/10/2015
999-AYC395500-E,1846,330,11/10/2015
999-AYC395500-E,2490,330,11/10/2015
999-AYC395500-E,9990,330,11/10/2015
999-AYC395500-E,5000,330,11/10/2015
999-AYC395500-E,3687,330,11/10/2015
999-AYC395500-E,5000,330,11/10/2015
999-AYC395500-E,1990,330,11/10/2015
999-AYC395500-E,1232,330,11/10/2015
999-AYC395500-E,341,330,11/10/2015
999-AYC395500-E,1301,330,11/10/2015
999-AYC395501-E,4438,330,11/10/2015
999-AYC395501-E,5000,330,11/10/2015
999-AYC395501-E,5000,330,11/10/2015
999-AYC395501-E,5000,330,11/10/2015
999-AYC395501-E,4996,330,11/10/2015
999-AYC395501-E,4991,330,11/10/2015
999-AYC395501-E,5000,330,11/10/2015
999-AYC395501-E,5000,330,11/10/2015
999-AYC395501-E,1599,330,11/10/2015
999-AYC395501-E,4624,330,11/10/2015
999-AYC395501-E,25000,330,11/10/2015
999-AYC395501-E,4999,330,11/10/2015
999-AYC395501-E,4870,330,11/10/2015
999-AYC395501-E,5000,330,11/10/2015
999-AYC395501-E,4840,330,11/10/2015
999-AYC395501-E,4999,330,11/10/2015
999-AYC395501-E,515,330,11/10/2015
999-AYC395501-E,997,330,11/10/2015
999-AYC395501-E,573,330,11/10/2015
999-AYC395503-E,495,330,11/10/2015
999-AYC395503-E,410,330,11/10/2015
999-AYC395503-E,598,330,11/10/2015
999-AYC395503-E,65,330,11/10/2015
999-AYC395506-E,176,330,11/10/2015
999-AYC395506-E,137,330,11/10/2015
999-AYC395507-E,294,330,11/10/2015
999-AYC395507-E,828,330,11/10/2015
999-AYC395512-E,165,330,11/10/2015
999-AYC395513-E,200,330,11/10/2015
999-AYC395520-E,803,330,11/10/2015
999-AYC395520-E,310,330,11/10/2015
999-AYC395520-E,240,330,11/10/2015
999-AYC395520-E,305,330,11/10/2015
999-AYC395520-E,102,330,11/10/2015
999-AYC395521-E,78,330,11/10/2015
999-AYC395522-E,346,330,11/10/2015
999-AYC395524-E,198,330,11/10/2015
999-AYC395524-E,4521,330,11/10/2015
999-AYC395525-E,45,330,11/10/2015
999-AYC395525-E,274,330,11/10/2015
999-AYC395526-E,145,330,11/10/2015
999-AYC395529-E,76,330,11/10/2015
999-AYC395535-E,348,330,11/10/2015
999-AYC395750-E,296,330,11/10/2015
999-AYC395751-E,200,330,11/10/2015
999-AYC593502-E,190,330,11/10/2015
999-AYC595001-E,786,330,11/10/2015
999-AYC595001-E,107,330,11/10/2015
999-AYC595001-E,211,330,11/10/2015
999-AYC595257-E,61,330,11/10/2015
999-AYC595500-E,195,330,11/10/2015
999-AYC815251-E,144,330,11/10/2015
999-AYCB93251-E,94,330,11/10/2015
999-AYCB93504-E,134,330,11/10/2015
999-AZC000005-E,1095,330,11/10/2015
999-AZC000006-E,55,330,11/10/2015
999-AZC000006-E,884,330,11/10/2015
999-AZC000006-E,769,330,11/10/2015
999-AZC000006-E,309,330,11/10/2015
999-AZC000007-E,938,330,11/10/2015
999-AZC000007-E,233,330,11/10/2015
999-AZC000007-E,78,330,11/10/2015
999-AZC000008-E,290,330,11/10/2015
999-AZC000009-E,784,330,11/10/2015
999-AZC000010-E,155,330,11/10/2015
999-BAC000004-E,110,330,11/10/2015
999-BEC000075-E,78,330,11/10/2015
999-BEC000075-E,55,330,11/10/2015
999-BEC000122-E,20,330,11/10/2015
999-BEC000122-E,72,330,11/10/2015
999-BEC000152-E,38,330,11/10/2015
999-BEC000161-E,10,330,11/10/2015
999-BEC000165-E,58,330,11/10/2015
999-BEC000165-E,10,330,11/10/2015
999-BGC000022-E,7,330,11/10/2015
999-BGC000052-E,15,330,11/10/2015
999-BPC000047-E,57,330,11/10/2015
999-BPC000117-E,14,330,11/10/2015
999-BPC000152-E,2,330,11/10/2015
999-BRC000047-E,10,330,11/10/2015
999-BVC000037-E,25,330,11/10/2015
999-BVC000068-E,9,330,11/10/2015
999-BVC000075-E,230,330,11/10/2015
999-BZC000042-X,1034,330,11/10/2015
999-BZC000042-X,56,330,11/10/2015
999-CAC000008-E,2,330,11/10/2015
999-CAC000086-E,2,330,11/10/2015
999-CAC000153-E,52,330,11/10/2015
999-CAC000173-E,11,330,11/10/2015
999-CAC000192-E,9,330,11/10/2015
999-CAC000366-E,16,330,11/10/2015
999-CAC000436-E,35,330,11/10/2015
999-CAC000658-E,35,330,11/10/2015
999-CAC000658-E,17,330,11/10/2015
999-CAC000659-E,2,330,11/10/2015
999-CAC000904-E,1,330,11/10/2015
999-CAC000909-E,11,330,11/10/2015
999-CAC001281-E,50,330,11/10/2015
999-CECSMX007-M,100,330,11/10/2015
999-CECSMX015-M,170,330,11/10/2015
999-CECSMX015-M,190,330,11/10/2015
999-CECSMX015-M,130,330,11/10/2015
999-CFC000044-M,30,330,11/10/2015
999-CFC000101-M,11,330,11/10/2015
999-CIC000040-E,8,330,11/10/2015
999-CIC000054-E,6,330,11/10/2015
999-CJC000005-E,95,330,11/10/2015
999-CKC000040-E,29,330,11/10/2015
999-CLC000164-E,28,330,11/10/2015
999-ABC000001-E,1966,351,1/13/2016
999-ACC000017-E,693,351,1/13/2016
999-ACC000029-E,1359,351,1/13/2016
999-ACC000052-E,6092,351,1/13/2016
999-ACC316028-E,88,351,1/13/2016
999-ACC316504-E,303,351,1/13/2016
999-ACC317501-E,1645,351,1/13/2016
999-ACC326027-E,187,351,1/13/2016
999-ACC326502-E,908,351,1/13/2016
999-ACC326504-E,137,351,1/13/2016
999-ACC326750-E,381,351,1/13/2016
999-ACC327501-E,3645,351,1/13/2016
999-ACC338501-E,2714,351,1/13/2016
999-ACC757501-E,160,351,1/13/2016
999-ACC757503-E,356,351,1/13/2016
999-ACCC57751-E,181,351,1/13/2016
999-ACCE17751-E,190,351,1/13/2016
999-ACCEA7751-E,451,351,1/13/2016
999-ADCD87752-E,481,351,1/13/2016
999-ADCD87752-E,733,351,1/13/2016
999-AHC916001-E,263,351,1/13/2016
999-AHC916751-E,1890,351,1/13/2016
999-AHC916751-E,1999,351,1/13/2016
999-AHC916751-E,1998,351,1/13/2016
999-AHC916751-E,1998,351,1/13/2016
999-AHC936001-E,553,351,1/13/2016
999-AIC000006-E,195,351,1/13/2016
999-AIC000013-E,459,351,1/13/2016
999-AIC000016-E,429,351,1/13/2016
999-AIC000016-E,107,351,1/13/2016
999-AIC000026-E,548,351,1/13/2016
999-AIC000046-E,300,351,1/13/2016
999-ARC000002-E,120,351,1/13/2016
999-ARC000002-E,50,351,1/13/2016
999-ARC000005-E,94,351,1/13/2016
999-AXC000004-E,672,351,1/13/2016
999-AXC000013-E,42,351,1/13/2016
999-AXC000013-E,325,351,1/13/2016
999-AYC000009-E,250,351,1/13/2016
999-AYC000098-E,292,351,1/13/2016
999-AYC000128-E,332,351,1/13/2016
999-AYC000139-E,354,351,1/13/2016
999-AYC000144-E,265,351,1/13/2016
999-AYC393252-E,1082,351,1/13/2016
999-AYC393252-E,351,351,1/13/2016
999-AYC393501-E,3675,351,1/13/2016
999-AYC393502-E,963,351,1/13/2016
999-AYC393512-E,328,351,1/13/2016
999-AYC393515-E,2271,351,1/13/2016
999-AYC393516-E,3091,351,1/13/2016
999-AYC395001-E,2029,351,1/13/2016
999-AYC395001-E,1323,351,1/13/2016
999-AYC395250-E,1121,351,1/13/2016
999-AYC395251-E,5000,351,1/13/2016
999-AYC395251-E,4919,351,1/13/2016
999-AYC395251-E,4769,351,1/13/2016
999-AYC395252-E,718,351,1/13/2016
999-AYC395255-E,1613,351,1/13/2016
999-AYC395255-E,4941,351,1/13/2016
999-AYC395255-E,1149,351,1/13/2016
999-AYC395256-E,4985,351,1/13/2016
999-AYC395257-E,2676,351,1/13/2016
999-AYC395259-E,3173,351,1/13/2016
999-AYC395265-E,1487,351,1/13/2016
999-AYC395268-E,48,351,1/13/2016
999-AYC395269-E,570,351,1/13/2016
999-AYC395269-E,58,351,1/13/2016
999-AYC395289-E,80,351,1/13/2016
999-AYC395500-E,4300,351,1/13/2016
999-AYC395501-E,3995,351,1/13/2016
999-AYC395501-E,5000,351,1/13/2016
999-AYC395502-E,92,351,1/13/2016
999-AYC395502-E,674,351,1/13/2016
999-AYC395503-E,304,351,1/13/2016
999-AYC595251-E,208,351,1/13/2016
999-AYC595750-E,115,351,1/13/2016
999-AYC815251-E,631,351,1/13/2016
999-AYCB93502-E,88,351,1/13/2016
999-AYCGA3250-E,385,351,1/13/2016
999-AYCGA3252-E,141,351,1/13/2016
999-AYCGA3253-E,15,351,1/13/2016
999-AYCGA3253-E,252,351,1/13/2016
999-AYCGA3254-E,119,351,1/13/2016
999-AYCGA3503-E,138,351,1/13/2016
999-AYCGA3503-E,290,351,1/13/2016
999-AYCGA3504-E,33,351,1/13/2016
999-AYCGA3505-E,44,351,1/13/2016
999-AYCGA3507-E,58,351,1/13/2016
999-AYCGA3507-E,29,351,1/13/2016
999-AYCGA3508-E,98,351,1/13/2016
999-AYCGA5002-E,184,351,1/13/2016
999-AZC000004-E,981,351,1/13/2016
999-AZC000004-E,3025,351,1/13/2016
999-BAA000002-E,1051,351,1/13/2016
999-BBC000013-E,94,351,1/13/2016
999-BEC000028-E,94,351,1/13/2016
999-BEC000053-E,135,351,1/13/2016
999-BEC000053-E,55,351,1/13/2016
999-BEC000067-E,179,351,1/13/2016
999-BEC000079-E,94,351,1/13/2016
999-BGC000002-E,176,351,1/13/2016
999-BGC000022-E,60,351,1/13/2016
999-BGC000035-E,148,351,1/13/2016
999-BPC000018-E,179,351,1/13/2016
999-BPC000019-E,444,351,1/13/2016
999-BRC000016-E,94,351,1/13/2016
999-BVC000001-E,78,351,1/13/2016
999-CAC000119-E,95,351,1/13/2016
999-CAC000193-E,186,351,1/13/2016
999-CAC000206-E,94,351,1/13/2016
999-CBC000001-E,351,351,1/13/2016
999-CLC000001-E,1000,351,1/13/2016
999-CLC000001-E,292,351,1/13/2016
999-CLC000002-E,459,351,1/13/2016
999-CLC000009-E,150,351,1/13/2016
999-CLC000078-E,470,351,1/13/2016
999-CLC000086-E,90,351,1/13/2016
999-CLC000091-E,183,351,1/13/2016
999-CLC000116-E,280,351,1/13/2016
001-PCA5R0030-L,90,354,1/14/2016
001-PCCSY5R13-E,90,354,1/14/2016
103-PCC000005-E,94,353,1/14/2016
999-ABC000001-E,90,354,1/14/2016
999-ACC000009-E,1974,353,1/14/2016
999-ACC000016-E,20962,353,1/14/2016
999-ACC000017-E,282,353,1/14/2016
999-ACC000023-E,450,354,1/14/2016
999-ACC000052-E,1800,354,1/14/2016
999-ACC315001-E,188,353,1/14/2016
999-ACC316028-E,282,353,1/14/2016
999-ACC316505-E,90,354,1/14/2016
999-ACC317501-E,7426,353,1/14/2016
999-ACC326502-E,4042,353,1/14/2016
999-ACC326504-E,282,353,1/14/2016
999-ACC326750-E,188,353,1/14/2016
999-ACC327501-E,4230,353,1/14/2016
999-ACC338501-E,1222,353,1/14/2016
999-AIC000001-E,94,353,1/14/2016
999-AIC000023-E,94,353,1/14/2016
999-AIC000030-E,188,353,1/14/2016
999-AXC000002-E,94,353,1/14/2016
999-AXC000003-E,188,353,1/14/2016
999-AXC000045-E,90,354,1/14/2016
999-AYC000019-E,90,354,1/14/2016
999-AYC000120-E,90,354,1/14/2016
999-AYC000127-E,90,354,1/14/2016
999-AYC000133-E,180,354,1/14/2016
999-AYC000136-E,90,354,1/14/2016
999-AYC000138-E,360,354,1/14/2016
999-AYC000139-E,282,353,1/14/2016
999-AYC000139-E,270,354,1/14/2016
999-AYC000152-E,90,354,1/14/2016
999-AYC393501-E,282,353,1/14/2016
999-AYC393502-E,94,353,1/14/2016
999-AYC393503-E,188,353,1/14/2016
999-AYC393512-E,94,353,1/14/2016
999-AYC393516-E,94,353,1/14/2016
999-AYC395001-E,2914,353,1/14/2016
999-AYC395002-E,90,354,1/14/2016
999-AYC395251-E,4888,353,1/14/2016
999-AYC395252-E,376,353,1/14/2016
999-AYC395254-E,90,354,1/14/2016
999-AYC395255-E,3572,353,1/14/2016
999-AYC395259-E,2726,353,1/14/2016
999-AYC395262-E,270,354,1/14/2016
999-AYC395263-E,180,354,1/14/2016
999-AYC395265-E,94,353,1/14/2016
999-AYC395268-E,1128,353,1/14/2016
999-AYC395276-E,90,354,1/14/2016
999-AYC395289-E,376,353,1/14/2016
999-AYC395500-E,5170,353,1/14/2016
999-AYC395501-E,10528,353,1/14/2016
999-AYC395502-E,1410,353,1/14/2016
999-AYC395503-E,1692,353,1/14/2016
999-AYC395521-E,658,353,1/14/2016
999-AYC395528-E,376,353,1/14/2016
999-AYC395750-E,186,353,1/14/2016
999-AYC595750-E,188,353,1/14/2016
999-AYCF15001-E,188,353,1/14/2016
999-AYCGA3250-E,188,353,1/14/2016
999-AYCGA3251-E,188,353,1/14/2016
999-AYCGA3253-E,94,353,1/14/2016
999-AYCGA3254-E,188,353,1/14/2016
999-AYCGA3502-E,188,353,1/14/2016
999-AYCGA3504-E,470,353,1/14/2016
999-AYCGA3505-E,94,353,1/14/2016
999-AYCGA3507-E,94,353,1/14/2016
999-AZC000004-E,1880,353,1/14/2016
999-BKC000014-E,90,354,1/14/2016
999-CAC000053-E,180,354,1/14/2016
999-CAC000228-E,90,354,1/14/2016
999-CBC000028-E,90,354,1/14/2016
999-CBC000045-E,470,353,1/14/2016
999-CLC000134-E,90,354,1/14/2016
999-CLC000144-E,90,354,1/14/2016
999-CMC000027-E,90,354,1/14/2016
001-PCA5R0030-L,5,357,1/19/2016
001-PCCSY5R13-E,5,357,1/19/2016
203-CDA000023-M,95,358,1/19/2016
203-CDC000016-M,55,358,1/19/2016
